geneSymbol,cellName,tissueType,cellType
"FOXF1, PAX1",Nucleus pulposus cell,Intervertebral disc,Normal cell
CD68,Macrophage,Intervertebral disc,Normal cell
GFAP,Schwann cell,Intervertebral disc,Normal cell
CD34,Endothelial cell,Intervertebral disc,Normal cell
PECAM1,Endothelial cell,Intervertebral disc,Normal cell
PECAM1,Endothelial cell,Intervertebral disc,Normal cell
"LYVE1, PDPN",Endothelial cell,Intervertebral disc,Normal cell
TAZ,Basal cell,Epithelium,Normal cell
CD151,Basal cell,Epithelium,Normal cell
KRT5,Basal cell,Epithelium,Normal cell
S100 family,Glial cell,Nerve,Normal cell
DCLK1,Cancer stem cell,Colorectum,Cancer cell
"PROM1, CD44, NANOG, POU5F1",Cancer stem cell,Colorectum,Cancer cell
"ALCAM, CD24, CD44",Cancer stem cell,Colorectum,Cancer cell
PROM1,Cancer stem cell,Colorectum,Cancer cell
"CD44, PROM1, LGR5, SOX2",Cancer stem cell,Colorectum,Cancer cell
"PROM1, CD44",Cancer stem cell,Colorectum,Cancer cell
PROM1,Cancer stem cell,Colorectum,Cancer cell
PROM1,Cancer stem cell,Colorectum,Cancer cell
PROM1,Cancer stem cell,Colorectum,Cancer cell
CD44,Cancer stem cell,Colorectum,Cancer cell
PROM1,Cancer stem cell,Colorectum,Cancer cell
PROM1,Cancer stem cell,Colorectum,Cancer cell
PROM1,Cancer stem cell,Colorectum,Cancer cell
CEACAM6,Cancer stem cell,Colorectum,Cancer cell
PROM1,Cancer stem cell,Colorectum,Cancer cell
"PROM1, CD44",Cancer stem cell,Colorectum,Cancer cell
PROM1,Cancer stem cell,Colorectum,Cancer cell
PROM1,Cancer stem cell,Colorectum,Cancer cell
ALCAM,Cancer stem cell,Colorectum,Cancer cell
"ALDH1A1, PROM1, ALCAM, CD44, EPCAM",Cancer stem cell,Colorectum,Cancer cell
"PROM1, ALCAM, CD44",Cancer stem cell,Colorectum,Cancer cell
"[CD3D, CD3E, CD3G]",T cell,Artery,Normal cell
"IL2RA, [CD3D, CD3E, CD3G], CD4, CD8A",T cell,Artery,Normal cell
"[CD3D, CD3E, CD3G]",T cell,Artery,Normal cell
CD68,Macrophage,Artery,Normal cell
CD68,Macrophage,Artery,Normal cell
KRT14,Keratinocyte,Skin,Normal cell
"ITGB1, KRT19, KRT5, KRT8",Keratinocyte,Skin,Normal cell
KRT14,Keratinocyte,Skin,Normal cell
SPRR2A,Keratinocyte,Skin,Normal cell
GJA1,Osteocyte,Bone,Normal cell
SOST,Osteocyte,Bone,Cancer cell
DMP1,Osteocyte,Bone,Normal cell
SOST,Osteocyte,Bone,Normal cell
"DMP1, NA",Osteocyte,Bone,Normal cell
SOST,Osteocyte,Bone,Normal cell
"ENG, CD44, NT5E, THY1, NA",Progenitor cell,Bone,Normal cell
ENG,Epithelial cell,Bone,Normal cell
THNSL2,Osteoclast,Bone,Normal cell
"CTSK, TNFRSF11A, CD40LG",Osteoclast,Bone,Normal cell
"CALCR, CTSK, CD40LG",Osteoclast,Bone,Normal cell
"CTSK, CD40LG",Osteoclast,Bone,Normal cell
"CALCR, CD40LG",Osteoclast,Bone,Normal cell
"ENG, ITGB1, THY1",Mesenchymal stem cell,Bone,Normal cell
"IBSP, OSX, RUNX2",Stem cell,Bone,Normal cell
"ENG, THY1",Stem cell,Bone,Normal cell
NA,Stem cell,Bone,Normal cell
"NT5E, THY1",Stem cell,Bone,Normal cell
"MCAM, CD34, PTPRC, NA",Stem cell,Bone,Normal cell
"ENG, NT5E, THY1",Mesenchymal stem cell,Bone marrow,Normal cell
NA,Mesenchymal stem cell,Bone marrow,Normal cell
"ENG, NT5E, THY1",Mesenchymal stem cell,Bone marrow,Normal cell
NA,Mesenchymal stem cell,Bone marrow,Normal cell
ENG,Mesenchymal stem cell,Bone marrow,Normal cell
"ENG, NT5E, THY1, NA",Mesenchymal stem cell,Bone marrow,Normal cell
PECAM1,Endothelial cell,Eye,Normal cell
LGR5,Endothelial cell,Cornea,Normal cell
KRT3,Epithelial cell,Cornea,Normal cell
"ITGB1, TP63",Progenitor cell,Corneal epithelium,Normal cell
"CSF2RA, SOX2",Stem cell,Eye,Normal cell
"PROM1, CD34, CD44, THY1, NANOG, POU5F1, SOX2, NA",Stem cell,Eye,Normal cell
ABCG2,Stem cell,Lacrimal gland,Normal cell
NOTCH1,Stem cell,Eye,Normal cell
ABCG2,Stem cell,Limbal epithelium,Normal cell
"IL2RA, CD69",T cell,Eye,Normal cell
"ENG, CD44, NT5E, THY1",Stem cell,Deciduous tooth,Normal cell
"ENG, ITGB1, THY1",Stem cell,Deciduous tooth,Normal cell
"ENG, ITGB1, THY1",Stem cell,Molar,Normal cell
"ENG, ITGB1, THY1",Stem cell,Molar,Normal cell
"ENG, MCAM, PECAM1, PTPRC, THY1",Stem cell,Periodontal ligament,Normal cell
"PDGFRA, MCAM, NGFR, ITGAV, NA",Stem cell,Periodontal ligament,Normal cell
"MCAM, ALCAM, CD44, NT5E, THY1",Stem cell,Periodontal ligament,Normal cell
"ENG, MCAM, ITGB1, THY1, NA",Stem cell,Periodontal ligament,Normal cell
"CD44, NT5E, THY1",Stem cell,Periodontal ligament,Normal cell
"CDH1, NANOG, POU5F1",Stem cell,Periodontal ligament,Normal cell
"NA, NA",Stem cell,Periodontal ligament,Normal cell
"CD44, THY1, VIM",Stem cell,Periodontal ligament,Normal cell
"MSI1, NES, POU5F1, SOX2",Stem cell,Periodontal ligament,Normal cell
"ENG, MCAM, NA",Stem cell,Periodontal ligament,Normal cell
NA,Stem cell,Periodontal ligament,Normal cell
"KLF4, NANOG, POU5F1, SOX2",Stem cell,Periodontal ligament,Normal cell
"MCAM, CD44, NA",Stem cell,Periodontal ligament,Normal cell
"NANOG, POU5F1, SOX2",Stem cell,Dental pulp,Normal cell
ENG,Stem cell,Dental pulp,Normal cell
"ENG, ALCAM, NT5E, THY1, NA",Stem cell,Dental pulp,Normal cell
"ENG, MCAM, ALCAM, CD44, NT5E, THY1, NA, VIM",Stem cell,Dental pulp,Normal cell
"ENG, ALCAM, ITGB1, NT5E, THY1",Stem cell,Dental pulp,Normal cell
"MCAM, CD34, PTPRC, NA",Stem cell,Dental pulp,Normal cell
"NES, GNL3, SOX2",Stem cell,Dental pulp,Normal cell
CD163,Monocyte,Blood,Normal cell
BSG,Monocyte,Blood,Normal cell
TAGLN2,Activated B cell,Peripheral blood,Normal cell
CD19,B cell,Peripheral blood,Normal cell
CD5,Activated B cell,Peripheral blood,Normal cell
CLEC9A,Dendritic cell,Blood,Normal cell
ITGAX,Dendritic cell,Peripheral blood,Normal cell
CD83,Dendritic cell,Blood,Normal cell
"CLEC4C, IL3RA",Plasmacytoid dendritic cell,Blood,Normal cell
"CD1C, ITGAX",Myeloid dendritic cell,Blood,Normal cell
CD83,Dendritic cell,Blood,Normal cell
RFTN1,Endothelial cell,Blood,Normal cell
PTPRC,Leukocyte,Peripheral blood,Normal cell
LY9,Leukocyte,Peripheral blood,Normal cell
PTPRC,Leukocyte,Peripheral blood,Normal cell
"ABCG2, CD44",Cancer stem cell,Tongue,Cancer cell
"ALDH1A1, PROM1, CD24, CD44",Cancer stem cell,Thyroid,Cancer cell
"ITGAX, CD80, CD83",Dendritic cell,Liver,Normal cell
"ITGAX, IL3RA, CD14",Dendritic cell,Liver,Normal cell
CD68,Dendritic cell,Liver,Normal cell
PECAM1,Endothelial cell,Liver,Normal cell
PECAM1,Endothelial cell,Liver,Normal cell
VWF,Endothelial cell,Liver,Normal cell
PECAM1,Endothelial cell,Liver,Normal cell
CD34,Endothelial cell,Liver,Normal cell
"PECAM1, STAB2",Endothelial cell,Liver,Normal cell
"ENG, PECAM1, CD34",Endothelial cell,Liver,Normal cell
CD34,Endothelial cell,Liver,Normal cell
"CD34, PTPRC",Hematopoietic cell,Liver,Normal cell
"CD109, PTPRC",Hematopoietic cell,Liver,Normal cell
"PECAM1, CD34",Hematopoietic cell,Fetal liver,Normal cell
ALB,Hepatocyte,Liver,Normal cell
KRT18,Hepatocyte,Liver,Normal cell
"AFP, ALB, P49715, KRT18, HNF4A, TAT",Hepatocyte,Liver,Normal cell
CPS1,Hepatocyte,Liver,Normal cell
"ARG1, KRT18, KRT8",Hepatocyte,Liver,Normal cell
"ALB, CYP3A4",Hepatocyte,Liver,Normal cell
"KRT18, ABCC2, TJP1",Hepatocyte,Liver,Normal cell
"Albumin family, HNF4A",Hepatocyte,Liver,Normal cell
"AFP, ALB, HNF4A",Hepatocyte,Undefined,Normal cell
"Albumin family, KRT18",Hepatocyte,Undefined,Normal cell
"Albumin family, KRT8",Hepatocyte,Undefined,Normal cell
KRT8,Hepatocyte,Liver,Normal cell
ALB,Hepatocyte,Liver,Normal cell
"Albumin family, MME, KRT18, KRT8",Hepatocyte,Liver,Normal cell
Albumin family,Hepatocyte,Liver,Normal cell
AFP,Hepatocyte,Liver,Normal cell
"ACTA2, GFAP",Ito cell (hepatic stellate cell),Liver,Normal cell
ACTA2,Ito cell (hepatic stellate cell),Liver,Normal cell
ACTA2,Ito cell (hepatic stellate cell),Liver,Normal cell
FAP,Ito cell (hepatic stellate cell),Liver,Normal cell
CD68,Kupffer cell,Liver,Normal cell
"CLEC4F, VSIG4",Kupffer cell,Liver,Normal cell
CD68,Kupffer cell,Liver,Normal cell
ACTA2,Mesenchymal cell,Undefined,Normal cell
NGFR,Mesenchymal stromal cell,Liver,Normal cell
"ENG, ALCAM",Mesenchymal cell,Liver,Normal cell
CD68,Monocyte,Liver,Normal cell
"CD14, [FCGR3A, FCGR3B]",Monocyte,Liver,Normal cell
"CD14, [FCGR3A, FCGR3B]",Monocyte,Liver,Normal cell
Albumin family,Hepatoblast,Liver,Normal cell
"KRT19, KRT7",Liver progenitor cell,Liver,Normal cell
"KRT19, EPCAM",Liver progenitor cell,Liver,Normal cell
"KRT19, KRT7",Liver progenitor cell,Liver,Normal cell
NCAM1,Natural killer cell,Liver,Normal cell
NCAM1,Natural killer cell,Liver,Normal cell
GP1BA,Platelet,Liver,Normal cell
KRT19,Progenitor cell,Liver,Cancer cell
KRT19,Progenitor cell,Liver,Normal cell
"KRT19, KRT7",Progenitor cell,Liver,Normal cell
NCAM1,Progenitor cell,Liver,Normal cell
DLK1,Progenitor cell,Liver,Normal cell
AFP,Progenitor cell,Liver,Normal cell
MCAM,Progenitor cell,Fetal liver,Normal cell
PROM1,Progenitor cell,Liver,Normal cell
"PROM1, NCAM1",Progenitor cell,Liver,Normal cell
"KRT19, KRT7",Progenitor cell,Liver,Normal cell
"KRT19, KRT7",Progenitor cell,Liver,Normal cell
LGR5,Stem cell,Liver,Normal cell
LGR5,Stem cell,Undefined,Normal cell
LIN28A,Stem cell,Liver,Normal cell
"KRT18, KRT19",Stem cell,Liver,Normal cell
ALDH family,Stem cell,Liver,Normal cell
"KIT, CD44, EPCAM",Stem cell,Liver,Normal cell
"PROM1, ITGA6, NANOG, POU5F1, SOX2",Stem cell,Liver,Normal cell
NES,Stem cell,Liver,Normal cell
"ADAM17, CD44, MSI1",Stem cell,Liver,Normal cell
DLK1,Stem cell,Liver,Normal cell
"PROM1, KRT19, EPCAM, SOX9",Stem cell,Liver,Normal cell
DCLK1,Stem cell,Liver,Normal cell
"PROM1, EPCAM",Stem cell,Liver,Normal cell
DLK1,Stem cell,Fetal liver,Normal cell
"KRT19, UBD, GSTP1, POU5F1",Stem cell,Liver,Normal cell
"KRT19, EPCAM",Stem cell,Liver,Normal cell
PROM1,Stem cell,Liver,Normal cell
"AFP, EPCAM, THY1",Stem cell,Liver,Normal cell
NES,Stem cell,Liver,Normal cell
THY1,Stem cell,Fetal liver,Normal cell
"KIT, CD34, NCAM1, NA",Stem cell,Liver,Normal cell
"ENG, ALCAM, ITGB1, CD44, NT5E, THY1",Mesenchymal stem cell,Liver,Normal cell
NA,Mesenchymal stem cell,Liver,Normal cell
"ITGB1, CD44, NT5E, THY1",Mesenchymal stem cell,Liver,Normal cell
"CD244, PDCD1",T cell,Liver,Normal cell
"CD28, PTPRC, CD8A, [TRA, TRB]",T cell,Liver,Normal cell
"[CD3D, CD3E, CD3G], CD4, CD8A",T cell,Liver,Normal cell
"IL2RA, CTLA4, FOXP3",Regulatory T (Treg) cell,Liver,Normal cell
"IL2RA, CD4, CD8A",T cell,Liver,Normal cell
"[CD3D, CD3E, CD3G], CD4, CD8A",T cell,Liver,Normal cell
IL2RA,Regulatory T (Treg) cell,Liver,Normal cell
"[CD3D, CD3E, CD3G]",T cell,Liver,Normal cell
"[CD3D, CD3E, CD3G], PTPRC",T cell,Liver,Normal cell
"CD27, CD4, PTPRC",T cell,Liver,Normal cell
"[CD3D, CD3E, CD3G]",T cell,Liver,Normal cell
"CD58, CD7",T cell,Liver,Normal cell
CD7,T cell,Liver,Normal cell
"PTPRC, CD7",T cell,Fetal liver,Normal cell
"ACTA2, RBP1",Myofibroblast,Liver,Normal cell
ACTA2,Myofibroblast,Liver,Normal cell
ACTA2,Myofibroblast,Liver,Normal cell
ACTA2,Myofibroblast,Liver,Normal cell
ACTA2,Myofibroblast,Liver,Normal cell
ACTA2,Myofibroblast,Liver,Normal cell
"ACTA2, VIM",Myofibroblast,Liver,Normal cell
ACTA2,Myofibroblast,Liver,Normal cell
"GLI1, KDM1A, SOX2",Cancer stem cell,Breast,Cancer cell
"PROM1, EPCAM",Cancer stem cell,Breast,Cancer cell
"KIT, MME, PROM1, CD24, CD34, CD44, EPCAM, POU5F1, TP63, SOX2",Cancer stem cell,Breast,Cancer cell
"ALDH family, CD44",Cancer stem cell,Breast,Cancer cell
"CD44, NA",Cancer stem cell,Breast,Cancer cell
ALDH1A1,Cancer stem cell,Breast,Cancer cell
"PROM1, FUT4, CD24, CD44",Cancer stem cell,Breast,Cancer cell
PROM1,Cancer stem cell,Breast,Cancer cell
"PROM1, CD44",Cancer stem cell,Breast,Cancer cell
"CD24, CD44",Cancer stem cell,Breast,Cancer cell
"CD44, POU5F1",Cancer stem cell,Breast,Cancer cell
"CD24, CD44",Cancer stem cell,Breast,Cancer cell
"ALDH1A3, SOX2",Cancer stem cell,Breast,Cancer cell
"ALDH1A1, CD24, CD44",Cancer stem cell,Breast,Cancer cell
"ALDH1A1, CD44",Cancer stem cell,Breast,Cancer cell
CD44,Cancer stem cell,Breast,Cancer cell
ALDH1A1,Cancer stem cell,Breast,Cancer cell
"CD24, CD44",Cancer stem cell,Breast,Cancer cell
"ALDH1A1, CD24, CD44",Cancer stem cell,Breast,Cancer cell
ALDH1A1,Cancer stem cell,Breast,Cancer cell
"PROM1, CD44",Cancer stem cell,Breast,Cancer cell
CD24,Cancer stem cell,Breast,Cancer cell
"ALDH1A1, PROM1",Cancer stem cell,Breast,Cancer cell
PROM1,Cancer stem cell,Breast,Cancer cell
SOX2,Cancer stem cell,Breast,Cancer cell
ALDH1A1,Cancer stem cell,Breast,Cancer cell
ALDH1A1,Cancer stem cell,Breast,Cancer cell
"ALDH1A1, CD24, CD44",Cancer stem cell,Breast,Cancer cell
LGR5,Cancer stem cell,Breast,Cancer cell
CD44,Cancer stem cell,Breast,Cancer cell
EPCAM,Cancer stem cell,Breast,Cancer cell
ALDH1A1,Cancer stem cell,Breast,Cancer cell
"ALDH1A1, CD44",Cancer stem cell,Breast,Cancer cell
PROM1,Cancer stem cell,Breast,Cancer cell
"CD44, SOX2, POU5F1",Cancer stem cell,Breast,Cancer cell
CD44,Cancer stem cell,Breast,Cancer cell
"CD24, CD44",Cancer stem cell,Breast,Cancer cell
"ALDH1A1, CD24, CD44",Cancer stem cell,Breast,Cancer cell
"CD24, CD44",Cancer stem cell,Breast,Cancer cell
"ALDH1A1, CD24, CD44",Cancer stem cell,Breast,Cancer cell
"CD24, CD44",Cancer stem cell,Breast,Cancer cell
"ALDH1A1, PROM1, CD24, CD44",Cancer stem cell,Breast,Cancer cell
"ALDH1A1, CD44",Cancer stem cell,Breast,Cancer cell
"ALDH1A1, CD24, CD44",Cancer stem cell,Breast,Cancer cell
CD44,Cancer stem cell,Breast,Cancer cell
"CD24, CD44, VEGFA",Cancer stem cell,Breast,Cancer cell
ALDH1A1,Cancer stem cell,Breast,Cancer cell
"PROM1, CD44",Cancer stem cell,Breast,Cancer cell
ALDH family,Cancer stem cell,Breast,Cancer cell
"FLOT2, PROCR",Cancer stem cell,Breast,Cancer cell
"PROM1, FLOT2",Cancer stem cell,Breast,Cancer cell
ALDH1A1,Cancer stem cell,Breast,Cancer cell
"MUC1, KRT19",Epithelial cell,Mammary epithelium,Normal cell
KRT8,Epithelial cell,Mammary epithelium,Normal cell
"TP63, SMN1",Epithelial cell,Breast,Normal cell
KRT18,Epithelial cell,Breast,Normal cell
CDH1,Epithelial cell,Breast,Normal cell
CDH1,Epithelial cell,Breast,Normal cell
CDH1,Epithelial cell,Breast,Normal cell
"KRT18, MUC1",Luminal epithelial cell,Breast,Normal cell
"FLOT2, MUC family",Luminal epithelial cell,Breast,Normal cell
VIM,Basal epithelial cell,Breast,Normal cell
KRT19,Luminal epithelial cell,Breast,Normal cell
"Cytokeratin family, MUC1, PIP",Epithelial cell,Breast,Normal cell
TP63,Myoepithelial cell,Breast,Normal cell
"Calponin family, MME, KRT14, TP63, SMN1",Myoepithelial cell,Breast,Normal cell
LGALS7,Myoepithelial cell,Breast,Normal cell
TP63,Myoepithelial cell,Breast,Normal cell
"Calponin family, CDH3, TP63",Myoepithelial cell,Breast,Normal cell
"TP63, SMN1",Myoepithelial cell,Breast,Normal cell
TP63,Myoepithelial cell,Breast,Normal cell
TP63,Myoepithelial cell,Breast,Normal cell
TP63,Myoepithelial cell,Breast,Normal cell
ALPG,Myoepithelial cell,Breast,Normal cell
"CD24, ITGA6",Progenitor cell,Breast,Normal cell
GNL3,Progenitor cell,Undefined,Normal cell
"CD24, CD44, ITGA6, EPCAM",Progenitor cell,Breast,Normal cell
"ITGB1, CD44, ITGA6, TP63",Progenitor cell,Breast,Normal cell
"FLOT2, PROCR",Progenitor cell,Undefined,Normal cell
"CD24, CD44",Progenitor cell,Breast,Normal cell
KIT,Luminal progenitor,Breast,Normal cell
CDH1,Epithelial cell,Undefined,Cancer cell
CDH1,Epithelial cell,Undefined,Cancer cell
CDH1,Epithelial cell,Undefined,Cancer cell
CDH1,Epithelial cell,Undefined,Cancer cell
CDH1,Epithelial cell,Undefined,Cancer cell
CDH1,Epithelial cell,Undefined,Cancer cell
CDH1,Epithelial cell,Undefined,Cancer cell
CDH1,Epithelial cell,Undefined,Cancer cell
"AQP5, CDH1, TJP1",Type I pneumocyte,Undefined,Normal cell
MUC1,Lung epithelial cell,Lung,Normal cell
"ACTA2, CD36, ADGRE5, DES",Fibroblast,Lung,Normal cell
"PTPN13, PDGFRA, PDGFRB, VIM",Fibroblast,Lung,Normal cell
THY1,Fibroblast,Lung,Normal cell
CD163,Macrophage,Lung,Cancer cell
IL10,M2 macrophage,Undefined,Normal cell
"CCL18, CD163",Macrophage,Lung,Normal cell
"CCL18, CCL2, IL1RN",Macrophage,Lung,Normal cell
CCL18,M2 macrophage,Lung,Normal cell
CXCL10,M1 macrophage,Lung,Normal cell
CD68,Macrophage,Lung,Cancer cell
"CD68, HLA-DR family",M1 macrophage,Lung,Normal cell
"CD163, CD68",M2 macrophage,Lung,Normal cell
"CD14, CD68",Macrophage,Lung,Normal cell
CCL18,M2 macrophage,Lung,Normal cell
"ITGAM, CD14, FCGR1A, CD68, NA, CD80, CD83, CD86, RETNLB",Macrophage,Lung,Normal cell
CD14,Macrophage,Lung,Normal cell
CD68,Macrophage,Lung,Normal cell
CD68,Macrophage,Lung,Normal cell
"ITGAL, ITGAM, ITGAX, CD14, [FCGR3A, FCGR3B], ICAM1, TFRC, CD80, CD86, HLA class II",Macrophage,Lung,Normal cell
CD68,Macrophage,Lung,Normal cell
CD68,Macrophage,Lung,Normal cell
CD68,Macrophage,Lung,Normal cell
CD68,Macrophage,Lung,Normal cell
"NA, ITGAX, CD14, CD68",Macrophage,Lung,Normal cell
"CD36, CD68",Monocyte,Lung,Normal cell
ACTA2,Myofibroblast,Undefined,Normal cell
ACTA2,Myofibroblast,Lung,Normal cell
"ACTA2, FN1",Myofibroblast,Lung,Normal cell
ACTA2,Myofibroblast,Lung,Normal cell
ACTA2,Myofibroblast,Lung,Normal cell
ACTA2,Myofibroblast,Lung,Normal cell
Calponin family,Myofibroblast,Lung,Normal cell
"ACTA2, DES",Myofibroblast,Lung,Normal cell
ACTA2,Myofibroblast,Lung,Normal cell
ACTA2,Myofibroblast,Undefined,Normal cell
ACTA2,Myofibroblast,Lung,Normal cell
ACTA2,Myofibroblast,Lung,Normal cell
ITGAM,Neutrophil,Lung,Normal cell
CEACAM8,Neutrophil,Lung,Cancer cell
CD44,Type II pneumocyte,Lung,Normal cell
MUC1,Type II pneumocyte,Undefined,Cancer cell
MUC1,Type II pneumocyte,Undefined,Cancer cell
"[CD3D, CD3E, CD3G]",T cell,Lung,Cancer cell
"[CD3D, CD3E, CD3G], CD4, CD8A",T cell,Lung,Normal cell
"IL2RA, FOXP3",T cell,Lung,Cancer cell
ITGAE,CD8+ T cell,Lung,Normal cell
"[CD3D, CD3E, CD3G], CD4, CD68, CD8A",T cell,Lung,Normal cell
"MME, CD19, PTPRC, IgD family, CD40LG",Transitional B cell,Bone marrow,Normal cell
"BCL2, BCL6, MME, GCSAM, LMO2",B cell,Bone marrow,Normal cell
"MS4A1, PAX5",B cell,Bone marrow,Normal cell
CD19,B cell,Bone marrow,Normal cell
"CD19, MS4A1, MB2 family",B cell,Bone marrow,Normal cell
"MME, MS4A1, CD34",B cell,Bone marrow,Normal cell
HLA-DR family,B cell,Bone marrow,Normal cell
DNTT,Hematopoietic cell,Bone marrow,Normal cell
"CD4, CD8A",Lymphocyte,Bone marrow,Normal cell
"CD2, CD4, CD8A",Lymphocyte,Bone marrow,Normal cell
DNTT,Lymphocyte,Bone marrow,Normal cell
"ARG1, CCL2, CD163, MRC1, RETNLB, IL10, MRC1",M2 macrophage,Bone marrow,Normal cell
"ARG1, MRC1",Macrophage,Bone marrow,Normal cell
IRF5,Macrophage,Bone marrow,Normal cell
"CD163, MRC1",M2 macrophage,Bone marrow,Cancer cell
"ADGRE1, [ITGAM, ITGB2]",Macrophage,Bone marrow,Normal cell
CD68,Macrophage,Bone marrow,Normal cell
CR1,Erythroid precursor,Bone marrow,Normal cell
"IL2RA, CD4, FOXP3",Regulatory T (Treg) cell,Bone marrow,Normal cell
"KIT, IL2RA",Mast cell,Bone marrow,Normal cell
IL2RA,Mast cell,Bone marrow,Normal cell
"KIT, FCER1A",Mast cell,Bone marrow,Normal cell
"KIT, CD2",Mast cell,Bone marrow,Normal cell
ENPP3,Mast cell,Bone marrow,Normal cell
"KIT, PROM1, CD34, NANOG",Endothelial progenitor cell,Bone marrow,Normal cell
"PROM1, CD34",Progenitor cell,Bone marrow,Normal cell
CD34,Progenitor cell,Bone marrow,Normal cell
BAALC,Progenitor cell,Bone marrow,Normal cell
"ENG, NT5E, THY1",Stromal cell,Bone marrow,Normal cell
NGFR,Stromal cell,Bone marrow,Normal cell
NGFR,Mesenchymal stromal cell,Bone marrow,Normal cell
"KIT, ENG, PECAM1, CD34, PTPRC, NT5E, THY1",Mesenchymal stromal cell,Bone marrow,Normal cell
NA,Stromal cell,Bone marrow,Normal cell
"ENG, MCAM, ALCAM, ITGB1, CD34, CD44, PTPRC, ITGA1, NT5E, THY1",Stromal cell,Bone marrow,Normal cell
"MME, ENG, ANPEP, THY1",Stromal cell,Bone marrow,Normal cell
"SDC1, LY9, LAIR1, ICAM1",Plasma cell,Bone marrow,Normal cell
SDC1,Plasma cell,Bone marrow,Normal cell
"SDC1, TNFRSF17, LAIR1",Plasma cell,Bone marrow,Normal cell
SDC1,Plasma cell,Bone marrow,Normal cell
SDC1,Plasma cell,Bone marrow,Normal cell
SDC1,Plasma cell,Bone marrow,Normal cell
"CD14, [FCGR3A, FCGR3B]",Monocyte,Bone marrow,Normal cell
CD14,Monocyte,Bone marrow,Normal cell
"CD14, [FCGR3A, FCGR3B]",Monocyte,Bone marrow,Normal cell
ITGAX,Dendritic cell,Undefined,Normal cell
CD1A,Dendritic cell,Bone marrow,Normal cell
SOX2,Cancer stem cell,Bladder,Cancer cell
"PROM1, POU5F1",Cancer stem cell,Bladder,Cancer cell
ALDH1A1,Cancer stem cell,Bladder,Cancer cell
"CD24, CD44, CD47",Cancer stem cell,Bladder,Cancer cell
PROM1,Cancer stem cell,Bladder,Cancer cell
CDH2,Interstitial cell,Bladder,Normal cell
MUC1,Epithelial cell,Bladder,Normal cell
"CD4, CD8A",T cell,Ascites,Normal cell
KRT20,Merkel cell,Skin,Normal cell
"KRT18, KRT20",Merkel cell,Skin,Normal cell
NCAM1,Merkel cell,Skin,Normal cell
FOXP3,Regulatory T (Treg) cell,Skin,Normal cell
"LAG3, ITGA2, FOXP3, IKZF2, NRP1",Regulatory T (Treg) cell,Skin,Normal cell
"FOXP3, IL10, TGF-beta family",Regulatory T (Treg) cell,Skin,Normal cell
"IL2RA, CD44, IL2",T cell,Skin,Normal cell
"CTNNB1, KRT15, LGR5, LRIG1, SOX9",Stem cell,Hair follicle,Normal cell
"CD200, KRT15, KRT19",Stem cell,Hair follicle,Normal cell
EPCAM,Epithelial cell,Epithelium,Normal cell
"PECAM1, CD34",Epithelial cell,Epithelium,Normal cell
PECAM1,Endothelial cell,Skin,Normal cell
PECAM1,Endothelial cell,Skin,Normal cell
PECAM1,Endothelial cell,Skin,Normal cell
"PECAM1, CDH5",Endothelial cell,Skin,Normal cell
PECAM1,Endothelial cell,Skin,Normal cell
RUNX1,Hair follicle cell,Hair follicle,Normal cell
"CD1A, CD207",Langerhans cell,Skin,Normal cell
CD1A,Langerhans cell,Skin,Normal cell
"CD1A, CD207",Langerhans cell,Skin,Normal cell
CD1A,Langerhans cell,Skin,Normal cell
"EPCAM, PHOX2A, PROM1",Progenitor cell,Skin,Normal cell
"AQP1, KDR, PECAM1, PLVAP, SEMA3G, SLC14A1",Endothelial cell,Fetal kidney,Normal cell
"CD3D, CD52, CD7, FCGR3A, GZMB, KLRD1, TRA",Natural killer T (NKT) cell,Fetal kidney,Normal cell
"CD52, CD68, HLA-DRA, ITGAX, LYZ, MNDA, S100A8",Monocyte,Fetal kidney,Normal cell
