geneSymbol,cellName,tissueType,cellType
DCTN3,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
DCTN4,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
DERL3,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
DGUOK,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
DKC1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
DNM1L,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
DNMT1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
DTD1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
DUSP9,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
ECI2,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
EPB41L5,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
ESX1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
FAM133A,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
FAM213A,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
FBN2,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
FBXO9,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
FBXW4,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
GALK1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
GLIPR1L2,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
GNS,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
GPATCH11,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
HAGH,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
HBQ1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
HINT2,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
HIST3H2A,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
HMGB1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
HOXA3,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
HOXB7,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
HTATSF1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
IDH3A,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
IKZF5,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
IL17RD,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
JAK1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
KBTBD13,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
KDM1B,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
KLHL35,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
KRCC1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
LBR,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
LTBP3,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
LUZP4,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
LY6G5C,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
MAP1LC3B,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
MAP3K11,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
MAP7D3,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
MCRS1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
MICA,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
MMAB,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
MPST,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
MTRNR2L8,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
MXD4,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
NDUFV3,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
NEXN,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
NMT2,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
NMU,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
NOL12,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
NPY,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
NT5DC2,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
OBSL1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
PABPC4,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
PDCL2,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
PDE6B,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
PDS5B,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
PDSS2,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
PELI2,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
PEMT,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
PER3,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
PIGT,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
PPID,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
PRADC1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
PRTG,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
PSME1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
PTOV1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
PTPRU,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
RAB40B,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
REC8,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
REEP1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
RNMT,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
RPGRIP1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
RRAGD,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
SAP25,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
SCCPDH,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
SCML2,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
SEL1L,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
SIGIRR,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
SIGMAR1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
SIX1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
SLC20A1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
SLC25A1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
SLC25A14,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
SMC1B,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
SPTBN2,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
STK24,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
SULT2B1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
SYTL1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
TCEAL4,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
TLL2,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
TMEM52,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
TOP1MT,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
TRMT10A,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
TTC21B,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
TUBA3D,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
TXLNB,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
UBL5,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
UROS,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
USP11,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
VPS13C,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
WASF3,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
WIPF3,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
YPEL1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
ZGLP1,Retinoid acid signaling-responsive fetal germ cell,Fetal gonad,Normal cell
AAGAB,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ABHD5,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ACBD3,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ACTR3,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ACVR2A,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ADAD1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ADAD2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ADAL,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ADARB1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ADD1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ADGRG6,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ADGRL2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ADNP2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ADSS,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ADSSL1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
AGBL4,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
AGO3,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
AGPS,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
AJUBA,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
AK7,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ALG13,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ANKRD12,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ANKRD28,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ANKRD31,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ANKRD42,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ANKRD50,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ANKRD7,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
AP1S2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
APIP,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ARFGAP3,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ARFRP1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ARHGAP20,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ARHGAP21,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ARHGAP5,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ARID2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ARIH2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ARL1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ARL6,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ARMC8,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ARPC5,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ART3,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ARV1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ASAP1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ASF1B,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ASH1L,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ASZ1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ATAD2B,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ATF1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ATF7IP2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ATL1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ATP11B,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ATP6AP1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
ATPAF2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
AURKC,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
B3GALNT2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
BAZ1A,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
BBIP1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
BBS10,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
BBS4,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
BBS7,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
BCAP31,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
BEND2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
BMP2K,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
BNC1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
BOLL,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
BRD1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
BRD2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
BRD8,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
BRWD1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
BTBD10,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
BTBD18,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
C10orf88,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
C11orf65,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
C12orf40,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
C14orf39,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
C16orf95,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
C17orf64,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
C18orf63,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
C19orf38,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
C19orf57,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
C1orf105,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
C1orf146,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
C20orf194,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
C22orf23,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
C5,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
C5orf47,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
C5orf58,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
C6orf203,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
C9orf43,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
C9orf84,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CALR3,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CAMSAP1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CAND1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCDC112,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCDC121,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCDC122,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCDC136,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCDC150,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCDC152,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCDC155,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCDC158,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCDC172,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCDC18,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCDC186,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCDC28A,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCDC36,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCDC42,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCDC7,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCDC73,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCDC82,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCDC83,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCDC88A,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCDC92,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCDC93,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCNB1IP1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCNB3,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCNE2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCSER2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CCT6B,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CDC42SE1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CDC42SE2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CDK12,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CDK13,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CDKL2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CDKL3,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CDKN2C,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CENPP,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CEP120,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CEP250,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CEP350,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CEP63,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CEP83,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CETN3,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CFAP36,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CFAP70,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CHAF1A,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CHD9,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CHIC2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CHMP2B,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CIAPIN1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CIPC,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CISD2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CKAP5,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CLIP4,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CLNS1A,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CNKSR2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CNTD1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
COA5,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
COG4,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
COG6,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
COX8C,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CPSF3,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CREBRF,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CRNDE,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CRY1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CRYBG3,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CSMD3,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CT47B1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CTCFL,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CTSF,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CUL3,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CUL4B,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CUTC,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CXorf58,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CYP11A1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
CYP19A1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
DCAF4L1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
DCK,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
DDHD2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
DECR2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
DENND1B,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
DEPDC1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
DGAT2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
DHX29,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
DHX40,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
DMRTB1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
DMRTC2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
DMXL1,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
DMXL2,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
DNAH14,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
DNAJB11,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
DNAJB9,Meiotic prophase fetal germ cell,Fetal gonad,Normal cell
